system:index,NO2_column_number_density,data_source,date_end,date_start,latitude,longitude,pollutant,region_name,resolution_km,season,season_name,unit,.geo
9_15,1.1344400999711213E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.922752768064804]}"
9_16,1.1155776398803636E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.922752768064804]}"
9_17,1.1419180604473644E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.922752768064804]}"
9_18,1.1163868492596164E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.922752768064804]}"
9_19,1.079305551398997E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.922752768064804]}"
9_20,1.0770614251283536E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.922752768064804]}"
9_21,1.1369423716098341E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.172788851781462,40.94970222658839]}"
9_22,1.0967759075177348E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.199738310305047,40.94970222658839]}"
9_23,1.0578076437991872E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.226687768828633,40.94970222658839]}"
9_24,1.0958082274110663E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25363722735222,40.94970222658839]}"
9_25,1.0654008659812637E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.280586685875804,40.94970222658839]}"
9_26,1.0506208955359118E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.30753614439939,40.94970222658839]}"
9_27,1.050880225659094E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kartal,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334485602922975,40.94970222658839]}"
10_0,9.254200154456634E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.165297894777076]}"
10_1,9.210774321737935E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.165297894777076]}"
10_2,9.042899613881702E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.165297894777076]}"
10_3,9.267135120681001E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.165297894777076]}"
10_4,8.948029754825802E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.165297894777076]}"
10_5,8.970878662175804E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.165297894777076]}"
10_6,9.076450812485907E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.19224735330066]}"
10_7,8.688156819017931E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.19224735330066]}"
10_8,8.86072619441516E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.19224735330066]}"
10_9,8.872008644986484E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.19224735330066]}"
10_10,8.84784931197279E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.19224735330066]}"
10_11,8.857778299228442E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.19224735330066]}"
10_12,8.646927454661227E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.21919681182425]}"
10_13,8.672376039030655E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.21919681182425]}"
10_14,8.525977987475016E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.21919681182425]}"
10_15,8.508792049377324E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.21919681182425]}"
10_16,8.879593437695358E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.21919681182425]}"
10_17,8.698629079550882E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.21919681182425]}"
10_18,8.5105086760255E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.95719318359278,41.24614627034783]}"
10_19,8.684113358740049E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.984142642116364,41.24614627034783]}"
10_20,8.487021423887575E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.24614627034783]}"
10_21,8.495554603753653E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.24614627034783]}"
10_22,8.439648728238214E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.24614627034783]}"
10_23,8.343297100361779E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Kağıthane,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.24614627034783]}"
11_0,1.225367376225927E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.003601143635564]}"
11_1,1.2047517717057639E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.003601143635564]}"
11_2,1.1640397153441898E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.003601143635564]}"
11_3,1.1339596070921274E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.003601143635564]}"
11_4,1.1190893399542594E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.003601143635564]}"
11_5,1.1160299365505265E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.003601143635564]}"
11_6,1.1984054988248913E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.030550602159146]}"
11_7,1.165991639405678E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.030550602159146]}"
11_8,1.1204717855799617E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.030550602159146]}"
11_9,1.1228139734616109E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.030550602159146]}"
11_10,1.0847904687889278E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.030550602159146]}"
11_11,1.0857426150472671E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.030550602159146]}"
11_12,1.1673112623426157E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.057500060682734]}"
11_13,1.1588704189678011E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.057500060682734]}"
11_14,1.0861397028992802E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.057500060682734]}"
11_15,1.0526172544043387E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.057500060682734]}"
11_16,1.031010799923836E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.057500060682734]}"
11_17,9.998974798979851E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.057500060682734]}"
11_18,1.0868384866150887E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.01109210063995,41.084449519206316]}"
11_19,1.0459194705339789E-4,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.038041559163535,41.084449519206316]}"
11_20,9.902625538003206E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.06499101768712,41.084449519206316]}"
11_21,9.579005488196204E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091940476210706,41.084449519206316]}"
11_22,9.320406894780406E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11888993473429,41.084449519206316]}"
11_23,9.220918149097383E-5,Sentinel-5P,2024-12-15,2024-08-15,,,NO2,Üsküdar,3,SON,Fall,mol/m2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.145839393257877,41.084449519206316]}"
